oi;Olá! Como posso ajudar?
o que é clutch;É vencer uma rodada em desvantagem numérica.
o que é ace;É eliminar os cinco adversários.
o que significa gg;GG significa Good Game.
o que significa nt;NT significa Nice Try.
o que significa glhf;GLHF significa Good Luck Have Fun.
como jogar de jett;Use sua mobilidade para abrir espaço.
como jogar de sage;Priorize curar aliados e controlar áreas.
como jogar de omen;Utilize fumaças para bloquear visão.
como jogar de sova;Use flechas para obter informações.
como jogar de killjoy;Proteja os bombsites com seus equipamentos.
qual agente escolher;Depende do seu estilo de jogo.
quem é jett;Jett é uma duelista muito móvel.
quem é reyna;Reyna é uma duelista focada em eliminações.
quem é sage;Sage é uma sentinela que pode curar aliados.
quem é omen;Omen é um controlador especializado em fumaças.
quem é sova;Sova é um iniciador que revela inimigos.

fale sobre ascent;Ascent é um mapa equilibrado onde controlar o meio é muito importante.
fale sobre bind;Bind possui teleportadores e não possui região central.
fale sobre haven;Haven possui três bombsites.
fale sobre split;Split favorece bastante a defesa.
fale sobre lotus;Lotus possui portas giratórias e três bombsites.
fale sobre icebox;Icebox possui muita verticalidade.
fale sobre breeze;Breeze favorece armas de longa distância.
qual mapa favorece operator;Breeze e Pearl são excelentes para Operator.
qual mapa favorece phantom;Split e Bind favorecem a Phantom.

o que é matemática;É a ciência que estuda números e padrões.
quanto é dois mais dois;Dois mais dois é quatro.
quanto é cinco vezes cinco;Cinco vezes cinco é vinte e cinco.
quanto é dez dividido por dois;Dez dividido por dois é cinco.
o que é química;É a ciência que estuda a matéria.
o que é física;É a ciência que estuda os fenômenos da natureza.
o que é biologia;É a ciência que estuda os seres vivos.
qual a capital do brasil;A capital do Brasil é Brasília.
quem descobriu o brasil;Tradicionalmente considera-se Pedro Álvares Cabral.
qual o maior planeta;Júpiter é o maior planeta do Sistema Solar.
qual o menor planeta;Mercúrio é o menor planeta do Sistema Solar.
quantos planetas existem;O Sistema Solar possui oito planetas.

o que é inteligência artificial;É a área da computação que desenvolve sistemas inteligentes.
o que é robótica;É a área que integra programação, eletrônica e mecânica.
o que é computador;É uma máquina que processa informações.
o que é internet;É uma rede mundial de computadores.
o que é wifi;É uma tecnologia de comunicação sem fio.
o que é banco de dados;É um sistema para armazenar informações.
o que é chatbot;É um programa capaz de conversar com usuários.

estou feliz;Que bom! Fico feliz por você.
estou triste;Espero que as coisas melhorem em breve.
estou cansado;Talvez seja uma boa ideia descansar um pouco.
estou com sono;Dormir bem é importante para a saúde.
estou com fome;Que tal fazer um lanche?
estou nervoso;Respire fundo e tente manter a calma.
estou ansioso;Organizar suas tarefas pode ajudar.
estou entediado;Que tal aprender algo novo?
conte uma piada;Por que o computador foi ao médico? Porque estava com um vírus.
conte uma curiosidade;O primeiro computador ocupava uma sala inteira.
qual sua cor favorita;Não tenho preferências pessoais.
qual seu filme favorito;Não assisto filmes, mas posso conversar sobre eles.
qual seu jogo favorito;Conheço bastante sobre Valorant.
você gosta de música;Posso conversar sobre música, mesmo sem ouvir.
o que você sabe;Conheço programação, Valorant, educação e assuntos gerais.
você pode me ajudar;Claro! Pergunte o que desejar.
quem é o melhor jogador de valorant;Existem muitos excelentes jogadores profissionais, depende do critério utilizado.
qual o melhor computador;Depende do uso e do orçamento.
como montar um computador;Escolha processador, placa-mãe, memória, armazenamento, fonte e gabinete compatíveis.
o que é memória ram;É a memória usada para armazenar dados temporariamente.
o que é ssd;SSD é um dispositivo de armazenamento rápido.
o que é hd;HD é um dispositivo de armazenamento magnético.
o que é processador;É o componente responsável pelos cálculos do computador.
o que é placa de vídeo;É o componente responsável pelo processamento gráfico.
o que é fps;FPS significa quadros por segundo.
monitor 144hz faz diferença;Sim, proporciona maior fluidez em jogos.
qual dpi usar;Muitos jogadores utilizam entre 400 e 800 DPI.
como melhorar meu fps;Reduza configurações gráficas e mantenha os drivers atualizados.
qual sistema operacional você recomenda;Windows e Linux são excelentes, dependendo da necessidade.
você conhece linux;Sim, Linux é um sistema operacional de código aberto.
você conhece windows;Sim, Windows é um dos sistemas operacionais mais utilizados.
estou bem;que bom, como posso ajudar
Aqui está um banco de perguntas e respostas simples do cotidiano, no formato pedido. Todas as respostas são práticas, claras e pensadas para realmente ajudar:
como lavar a louça;Molhe a louça com água morna, passe detergente com uma esponja, esfregue bem (comece pelos pratos e copos, deixe panelas por último), enxágue com água corrente e deixe secar no escorredor ou seque com um pano limpo.
como trocar um pneu;Pare em local seguro, ligue o pisca-alerta, coloque o triângulo, afrouxe os parafusos com a chave de roda, levante o carro com o macaco, tire o pneu furado, coloque o estepe, aperte os parafusos em cruz e abaixe o carro. Aperte bem os parafusos no final.
como fazer arroz;Lave 1 xícara de arroz, coloque em uma panela com 2 xícaras de água e 1 colher de chá de sal. Quando ferver, abaixe o fogo, tampe e deixe cozinhar por 15–18 minutos até a água secar. Desligue e deixe descansar 5 minutos antes de soltar com o garfo.
como limpar o banheiro;Comece pelo vaso sanitário (passe desinfetante e escove), depois a pia e o box (use limpa-vidros ou vinagre + bicarbonato). Por último limpe o chão. Use luvas e deixe o ambiente ventilado.
como fazer café coado;Coloque o filtro no suporte, adicione 1 colher de sopa de pó de café por xícara, despeje água quente (não fervendo) devagar em movimentos circulares e espere coar. Sirva logo.
como dobrar uma camiseta;Estique a camiseta na mesa, dobre as mangas para dentro, dobre ao meio na vertical e depois dobre ao meio na horizontal. Assim fica compacta e sem amassar muito.
como limpar o micro-ondas;Coloque uma tigela com água e suco de limão ou vinagre dentro, ligue por 3–5 minutos. O vapor amolece a sujeira. Depois passe um pano úmido e seque.
como fazer ovo cozido;Coloque os ovos na panela com água fria, leve ao fogo. Quando ferver, conte 7–8 minutos para gema mole ou 10–12 minutos para gema dura. Coloque em água fria para parar o cozimento.
como limpar o fogão;Espere esfriar, retire as grades e o queimador, passe esponja com detergente ou produto específico para gordura. Para sujeira queimada, deixe de molho com bicarbonato + vinagre. Seque bem.
como trocar a lâmpada;Desligue o interruptor e, se possível, o disjuntor. Espere a lâmpada esfriar, desrosqueie a queimada no sentido anti-horário e coloque a nova no sentido horário, sem apertar demais.
como fazer suco de laranja;Lave bem as laranjas, corte ao meio e esprema (pode usar espremedor manual ou elétrico). Coe se preferir sem bagaço e sirva gelado. Uma laranja média rende cerca de 100 ml de suco.
como limpar a geladeira;Desligue ou tire da tomada, retire os alimentos, lave as prateleiras com água + detergente neutro, passe um pano com vinagre diluído nas paredes internas e seque bem antes de ligar de novo.
como fazer um bolo simples;Misture 3 ovos, 1 xícara de açúcar, ½ xícara de óleo, 2 xícaras de farinha, 1 xícara de leite e 1 colher de sopa de fermento. Leve ao forno a 180°C por cerca de 35–40 minutos.
como limpar o chão;Varra ou aspire primeiro, depois passe o pano úmido com detergente neutro ou produto específico. Evite excesso de água em pisos de madeira. Seque se necessário.
como costurar um botão;Enfie a linha na agulha, faça um nó na ponta. Passe a agulha por baixo do botão e pela roupa várias vezes (4–6 vezes), finalize com um nó bem apertado por baixo e corte o excesso de linha.
como fazer macarrão;Ferva água com sal em abundância, coloque o macarrão e cozinhe pelo tempo da embalagem (geralmente 8–12 minutos). Escorra e misture imediatamente com o molho.
como limpar o sofá;Aspire bem, depois use uma solução de água + detergente neutro ou vinagre diluído em pano úmido (não encharque). Teste em uma área pequena antes. Deixe secar completamente.
como fazer omelete;Bata 2–3 ovos com um pouco de sal, despeje em frigideira antiaderente quente com um fio de óleo. Quando começar a firmar, recheie se quiser, dobre ao meio e sirva.
como limpar o box do banheiro;Misture vinagre branco com bicarbonato ou use limpa-vidros. Passe com esponja macia, deixe agir alguns minutos e enxágue. Para mofo, use água sanitária diluída com cuidado.
como fazer chá;Ferva a água, desligue e coloque a erva ou saquinho. Deixe em infusão 3–5 minutos (chá preto e verde menos tempo, ervas mais tempo). Coe e sirva.
como organizar a geladeira;Coloque frutas e verduras nas gavetas, carnes e laticínios nas prateleiras de cima ou no meio, ovos e molhos na porta. Deixe espaço para o ar circular e não sobrecarregue.
como limpar a máquina de lavar;Coloque 2 xícaras de vinagre branco no compartimento de sabão e rode um ciclo completo vazio com água quente. Depois passe um pano úmido nas borrachas e no tambor.
como fazer pipoca;Coloque 2 colheres de sopa de óleo e ½ xícara de milho de pipoca na panela. Tampe e balance de vez em quando em fogo médio até parar de estourar. Tempere com sal.
como limpar o filtro de ar-condicionado;Desligue o aparelho, retire o filtro, lave com água e detergente neutro, enxágue bem e deixe secar completamente antes de recolocar.
como fazer sanduíche natural;Passe maionese ou requeijão no pão, adicione alface, tomate, peito de frango ou atum, queijo e temperos a gosto. Feche e corte ao meio.
como limpar o liquidificador;Coloque água morna + 1 gota de detergente, bata por 20–30 segundos e enxágue. Para cheiro forte, bata com água + vinagre ou limão.
como fazer mingau;Misture 2 colheres de sopa de amido de milho (ou aveia) com um pouco de leite frio. Aqueça o restante do leite com açúcar, despeje a mistura e mexa até engrossar.
como limpar o computador;Desligue, use um pano levemente úmido (nunca molhado) nas superfícies externas. Para o teclado, use ar comprimido ou pincel macio. Nunca use produtos líquidos direto.
como fazer vitamina de banana;Bata no liquidificador 1 banana, 200 ml de leite, 1 colher de sopa de aveia (opcional) e açúcar ou mel a gosto. Sirva gelada.
como limpar o forno;Espalhe bicarbonato de sódio úmido nas superfícies, deixe agir algumas horas (ou durante a noite), depois passe vinagre branco e limpe com pano úmido.
como fazer molho de tomate;Refogue alho e cebola no azeite, adicione tomates picados ou molho pronto, sal, orégano e um pouco de açúcar. Cozinhe em fogo baixo por 15–20 minutos.
como limpar o chuveiro;Desmonte o chuveiro se possível, deixe de molho em vinagre branco por 1–2 horas para dissolver o calcário, esfregue e enxágue bem.
como fazer arroz doce;Cozinhe 1 xícara de arroz com 2 xícaras de água. Quando secar, adicione 1 litro de leite, 1 xícara de açúcar, canela e cravo. Cozinhe mexendo até engrossar.
como limpar o vaso sanitário;Jogue o produto de limpeza ou água sanitária, deixe agir 10–15 minutos, escove bem (incluindo a borda) e puxe a descarga. Use luvas.
como fazer panqueca;Misture 1 ovo, 1 xícara de leite, 1 xícara de farinha e uma pitada de sal. Aqueça a frigideira com um pouco de óleo e faça discos finos dos dois lados.
como limpar o espelho;Passe um pano com água + vinagre branco ou limpa-vidros em movimentos circulares e seque com pano de microfibra para não ficar marcas.
como fazer pure de batata;Cozinhe as batatas até ficarem moles, escorra, amasse bem, adicione manteiga, leite quente, sal e noz-moscada a gosto. Mexa até ficar cremoso.
como limpar a pia da cozinha;Espalhe bicarbonato, despeje um pouco de vinagre, deixe borbulhar, esfregue com esponja e enxágue. Para ralos, use a mesma mistura.
como fazer salada;Lave bem as folhas, seque, tempere com azeite, limão ou vinagre, sal e pimenta. Adicione tomate, cenoura ralada, pepino ou o que preferir.
como limpar o iron (ferro de passar);Espere esfriar, passe um pano úmido com vinagre nas partes externas. Para a sola, use um pano com bicarbonato ou produto específico quando estiver frio.
como fazer sopa de legumes;Refogue cebola e alho, adicione legumes picados (batata, cenoura, abóbora, etc.), cubra com água ou caldo, tempere e cozinhe até os legumes ficarem macios. Bata se quiser creme.
como limpar o aspirador de pó;Esvazie o recipiente ou troque o saco, limpe os filtros conforme o manual (geralmente lave e seque bem) e verifique se a mangueira não está entupida.
como fazer suco verde;Bata no liquidificador folhas de couve, limão, gengibre, abacaxi ou maçã e água. Coe se preferir e beba logo para aproveitar os nutrientes.
como limpar a máquina de café;Siga o manual do aparelho. Em geral, rode um ciclo com água + vinagre ou produto descalcificante e depois rode 2 ciclos só com água limpa.
como fazer torrada;Coloque o pão na torradeira ou na frigideira com um pouco de manteiga. Quando dourar dos dois lados, passe manteiga, geleia ou o recheio que preferir.
como limpar o ventilador;Desligue da tomada, retire a grade, passe um pano úmido nas pás e na grade. Use escova macia nos cantos e seque bem antes de remontar.
como fazer iogurte caseiro;Aqueça o leite até quase ferver, deixe esfriar até temperatura morna, misture com 2–3 colheres de iogurte natural e deixe fermentar em local quente por 6–8 horas.
como limpar o colchão;Aspire bem, polvilhe bicarbonato de sódio, deixe agir 30–60 minutos e aspire novamente. Para manchas, use pano úmido com detergente neutro e seque bem.
como fazer molho pesto;Bata no processador manjericão fresco, alho, pinoli ou castanha, queijo parmesão, azeite e sal até ficar pastoso. Guarde na geladeira.
como limpar o carpete;Aspire primeiro. Para manchas, use solução de água + detergente neutro ou vinagre, esfregue suavemente com escova macia e seque com pano limpo. Evite encharcar.
como fazer café na cafeteira;Coloque água no reservatório, filtre o pó de café na quantidade desejada, ligue a cafeteira e espere o café ficar pronto. Limpe o filtro depois de usar.
como limpar o chão de madeira;Varra ou aspire, depois passe um pano levemente úmido com produto específico para madeira ou vinagre diluído. Nunca encharque. Seque logo em seguida.
como limpar o chão de porcelanato;Varra, depois passe pano com água e detergente neutro ou produto próprio. Evite produtos abrasivos para não riscar.
como limpar o chão de cerâmica;Varra, use água + detergente neutro ou vinagre. Para sujeira pesada, deixe o produto agir alguns minutos antes de esfregar.
como limpar o box de vidro;Misture vinagre branco com água ou use limpa-vidros. Passe com esponja macia, enxágue e seque com pano de microfibra para não ficar manchas.
como limpar a pia de inox;Passe bicarbonato + vinagre, esfregue no sentido do acabamento, enxágue e seque. Para brilho extra, finalize com um fio de azeite no pano.
como limpar a pia de granito;Use detergente neutro e água. Evite vinagre, limão e produtos ácidos. Seque sempre para não manchar.
como limpar o ralo;Jogue bicarbonato de sódio, depois vinagre. Deixe borbulhar 15–20 minutos e jogue água quente. Use luvas.
como limpar a máquina de lavar roupa;Coloque 2 xícaras de vinagre branco no compartimento e rode um ciclo completo vazio com água quente. Limpe a borracha e o filtro depois.
como limpar a secadora;Esvazie o filtro de fiapos após cada uso. Limpe o filtro e a área interna com pano úmido periodicamente.
como limpar o filtro do ar-condicionado;Desligue, retire o filtro, lave com água e detergente neutro, enxágue bem e deixe secar completamente antes de recolocar.
como limpar o ventilador de teto;Desligue o disjuntor, use escada segura, passe pano úmido nas pás e na base. Seque bem.
como limpar o colchão;Aspire, polvilhe bicarbonato, deixe 30–60 minutos e aspire de novo. Para manchas, use pano úmido com detergente neutro e seque bem.
como limpar o sofá de tecido;Aspire, depois limpe manchas com solução de água + detergente neutro. Teste em local escondido. Não encharque.
como limpar o sofá de couro;Passe pano úmido com sabão neutro, seque e aplique hidratante próprio para couro.
como limpar o carpete;Aspire bem. Para manchas, use água + detergente neutro ou vinagre, esfregue suavemente e seque com pano limpo.
como limpar a cortina;Aspire ou bata para tirar pó. Se for lavável, siga a etiqueta. Para cortinas pesadas, use limpeza a seco ou empresa especializada.
como limpar o espelho do banheiro;Passe pano com água + vinagre ou limpa-vidros e seque com microfibra em movimentos circulares.
como limpar o chuveiro elétrico;Desligue a energia, desmonte se possível, deixe as peças de molho em vinagre para tirar calcário, esfregue e monte novamente.
como limpar a torneira;Passe vinagre ou produto desincrustante, deixe agir, esfregue com esponja macia e enxágue. Seque para evitar marcas de água.
como limpar a porta de vidro;Use limpa-vidros ou vinagre diluído, passe com microfibra e seque bem.
como limpar o fogão de indução;Espere esfriar, passe pano úmido com detergente neutro. Para sujeira queimada, use produto específico para indução.
como limpar o forno elétrico;Espalhe bicarbonato úmido, deixe agir horas ou durante a noite, depois passe vinagre e limpe com pano úmido.
como limpar o micro-ondas por dentro;Coloque tigela com água + limão ou vinagre, ligue 3–5 minutos. O vapor amolece a sujeira. Passe pano úmido e seque.
como limpar a geladeira por fora;Passe pano úmido com detergente neutro e seque. Para inox, finalize no sentido do acabamento.
como limpar a geladeira por dentro;Desligue, retire os alimentos, lave prateleiras com água + detergente, passe vinagre diluído nas paredes e seque bem.
como limpar o liquidificador;Bata água morna + detergente por 30 segundos, enxágue. Para odores, bata água + vinagre ou limão.
como limpar a batedeira;Desmonte as peças laváveis, lave com água e detergente, seque bem antes de guardar.
como limpar a cafeteira;Rode um ciclo com água + vinagre (ou descalcificante) e depois 2 ciclos só com água limpa.
como limpar o ferro de passar;Espere esfriar, limpe a sola com pano úmido + vinagre ou bicarbonato. Nunca use produtos abrasivos.
como limpar o aspirador de pó;Esvazie o recipiente ou troque o saco, limpe os filtros (lave se for lavável e seque bem) e verifique a mangueira.
Culinária
como fazer arroz soltinho;Lave bem o arroz, refogue no alho e óleo, adicione água (2 xícaras para 1 de arroz), sal, quando ferver abaixe o fogo, tampe e cozinhe 15–18 minutos. Descanse 5 minutos.
como fazer feijão;Deixe de molho 8–12 horas, descarte a água, coloque na panela de pressão com água nova, alho, cebola e temperos. Cozinhe 30–40 minutos após pegar pressão.
como fazer carne moída;Refogue alho e cebola, adicione a carne, tempere com sal, pimenta e temperos a gosto. Cozinhe até secar o líquido.
como fazer frango grelhado;Tempere o frango com sal, alho, limão e ervas. Grelhe em frigideira ou churrasqueira em fogo médio até dourar dos dois lados e cozinhar por dentro.
como fazer peixe assado;Tempere o peixe, coloque em assadeira com azeite, limão e ervas. Asse a 180–200°C por 20–30 minutos dependendo do tamanho.
como fazer batata frita;Corte as batatas, seque bem, frite em óleo quente até dourar. Escorra em papel toalha e salgue.
como fazer purê de batata;Cozinhe as batatas, amasse, adicione manteiga, leite quente, sal e noz-moscada. Mexa até ficar cremoso.
como fazer molho branco;Derreta manteiga, adicione farinha, mexa, despeje leite aos poucos mexendo sempre até engrossar. Tempere com sal e noz-moscada.
como fazer molho de tomate caseiro;Refogue alho e cebola, adicione tomates picados ou pelados, sal, orégano e um pouco de açúcar. Cozinhe 15–20 minutos.
como fazer maionese caseira;Bata 1 gema, 1 colher de mostarda e limão, depois adicione óleo em fio bem devagar até emulsificar. Tempere com sal.
como fazer vinaigrette;Misture azeite, vinagre ou limão, sal, pimenta e mostarda a gosto. Bata bem até emulsificar.
como fazer calda de chocolate;Derreta chocolate com um pouco de creme de leite ou manteiga em banho-maria ou micro-ondas (em intervalos curtos).
como fazer brigadeiro;Misture leite condensado, chocolate em pó e manteiga. Cozinhe em fogo baixo mexendo até desgrudar do fundo. Enrole.
como fazer beijinho;Mesmo processo do brigadeiro, trocando o chocolate por coco ralado. Enrole no coco.
como fazer pudim;Bata leite condensado, leite e ovos. Faça calda de açúcar, despeje na forma, acrescente a mistura e asse em banho-maria.
como fazer bolo de chocolate;Misture ovos, açúcar, óleo, chocolate, farinha, leite e fermento. Asse a 180°C por 35–40 minutos.
como fazer panqueca americana;Misture farinha, ovo, leite, açúcar e fermento. Faça discos em frigideira antiaderente até dourar dos dois lados.
como fazer waffle;Use a mesma massa da panqueca americana e asse na máquina de waffle até dourar.
como fazer tapioca;Aqueça a frigideira, espalhe a goma de tapioca hidratada, deixe firmar, vire, recheie e dobre.
como fazer cuscuz;Hidrate o flocão com água e sal, coloque no cuscuzeiro e cozinhe no vapor até firmar.
como fazer mingau de aveia;Aqueça leite, adicione aveia e açúcar, mexa até engrossar. Pode adicionar canela ou banana.
como fazer vitamina de abacate;Bata abacate, leite, açúcar ou mel e um pouco de gelo no liquidificador.
como fazer smoothie;Bata frutas congeladas com iogurte ou leite e mel a gosto.
como fazer chá gelado;Faça o chá normal, adoce ainda quente, deixe esfriar e leve à geladeira. Sirva com gelo e limão.
como fazer limonada;Esprema limões, misture com água e açúcar a gosto. Bata no liquidificador se quiser mais cremosa.
como trocar a resistência do chuveiro;Desligue a energia, feche o registro, desmonte o chuveiro, retire a resistência queimada, coloque a nova, monte e teste.
como desentupir a pia;Use desentupidor de borracha. Se não resolver, experimente bicarbonato + vinagre + água quente. Em último caso, desmonte o sifão.
como desentupir o vaso;Use o desentupidor com força. Se não resolver, use uma sonda ou chame um profissional. Evite produtos químicos agressivos em excesso.
como trocar a resistência do chuveiro elétrico;Desligue o disjuntor, feche a água, abra o chuveiro, troque a peça queimada pela nova compatível e monte novamente.
como sangrar o radiador;Com o carro frio, abra o parafuso de sangria, ligue o motor e o ar quente até sair só água sem ar, depois feche.
como calibrar o pneu;Verifique a calibragem ideal no manual ou na porta do carro. Use um calibrador e complete com ar até a pressão correta (pneu frio).
como completar a água do radiador;Com o motor frio, abra o reservatório de expansão e complete com água desmineralizada ou aditivo até a marca.
como trocar a lâmpada do farol;Abra o capo, localize o farol, gire o soquete no sentido anti-horário, retire a lâmpada queimada e coloque a nova sem tocar no vidro com a mão.
como trocar a bateria do controle remoto;Abra o compartimento, retire a bateria antiga, coloque a nova na posição correta e teste.
como consertar a descarga do vaso;Geralmente é o mecanismo da caixa acoplada. Desligue a água, abra a caixa, verifique a boia e o sistema de vedação. Troque as peças desgastadas.
como apertar a torneira que pinga;Feche o registro, desmonte a torneira, troque o anel de vedação (borracha) e monte novamente.
como consertar a porta que range;Passe óleo de máquina, WD-40 ou até sabão na dobradiça. Abra e feche várias vezes para espalhar.
como consertar a gaveta que emperra;Retire a gaveta, limpe os trilhos, verifique se há objetos atrapalhando e lubrifique com parafina ou spray próprio.
como consertar a cadeira bamba;Aperte todos os parafusos. Se a madeira estiver folgada, use cola de madeira e reaperte.
como trocar a fechadura;Remova os parafusos da fechadura antiga, retire, coloque a nova no mesmo encaixe e fixe os parafusos.
como instalar uma prateleira;Marque os furos com nível, faça os furos com furadeira, coloque as buchas, fixe os suportes e encaixe a prateleira.
como pendurar um quadro;Use parafuso e bucha adequados ao peso e ao tipo de parede (drywall ou alvenaria). Use nível para ficar reto.
como trocar o sifão da pia;Coloque um balde embaixo, desrosqueie as porcas do sifão, retire, limpe ou troque e monte novamente apertando bem.
como lavar o cabelo corretamente;Molhe bem, aplique o shampoo na raiz, massageie, enxágue. Aplique o condicionador no comprimento e pontas, deixe 1–3 minutos e enxágue.
como fazer a barba;Aqueça o rosto com água morna, aplique espuma ou gel, passe o aparelho a favor do pelo, enxágue e hidrate.
como cortar a unha corretamente;Corte sempre reto (principalmente os pés), não arredonde demais os cantos. Lixe depois e hidrate as cutículas.
como limpar os ouvidos;Não use cotonete dentro do canal. Limpe apenas a parte externa com toalha. Se tiver excesso de cera, use gotas próprias ou vá ao médico.
como cuidar da pele do rosto;Lave com sabonete facial, use protetor solar de dia e hidratante à noite. Evite dormir de maquiagem.
como fazer a higiene íntima;Lave com água e sabonete neutro de frente para trás. Evite ducha íntima frequente e produtos perfumados.
como hidratar o corpo;Aplique o hidratante com a pele ainda úmida após o banho para melhor absorção.
como cuidar das mãos;Lave com frequência, seque bem e aplique hidratante várias vezes ao dia, especialmente após lavar.
como cuidar dos pés;Lave diariamente, seque bem entre os dedos, corte as unhas retas e hidrate. Use meias limpas.
como fazer a sobrancelha;Penteie os pelos, retire apenas os que estão fora do desenho natural com pinça, no sentido do crescimento.
como organizar o armário;Separe por categorias (camisetas, calças, etc.), dobre ou pendure de forma padronizada e use organizadores se necessário.
como organizar a despensa;Agrupe por tipo (grãos, enlatados, massas), coloque o que vence primeiro na frente e use potes transparentes.
como organizar a geladeira;Prateleiras de cima: sobras e prontos. Meio: laticínios e ovos. Baixo: carnes. Gavetas: frutas e verduras. Porta: molhos e bebidas.
como fazer a mala;Separe o que realmente vai usar, enrole as roupas para economizar espaço, coloque itens pesados no fundo e líquidos em saco plástico.
como organizar os documentos;Separe por categorias (pessoal, trabalho, casa), use pastas ou envelopes e digitalize o que for possível.
